2025-03-04 19:06:26,437 - INFO - Clock rate for client 3: 5 events per second
2025-03-04 19:06:27,200 - INFO - EVENT: Internal Event | LOGICAL TIME: 1 | PHYSICAL TIME: 2025-03-04 19:06:27.20, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:27,462 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 2 | PHYSICAL TIME: 2025-03-04 19:06:27.00, MESSAGE QUEUE LENGTH: 2

2025-03-04 19:06:27,699 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 3 | PHYSICAL TIME: 2025-03-04 19:06:27.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:06:27,996 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 4 | PHYSICAL TIME: 2025-03-04 19:06:27.99, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:28,364 - INFO - EVENT: Internal Event | LOGICAL TIME: 5 | PHYSICAL TIME: 2025-03-04 19:06:28.36, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:28,617 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 6 | PHYSICAL TIME: 2025-03-04 19:06:28.61, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:28,838 - INFO - EVENT: Internal Event | LOGICAL TIME: 7 | PHYSICAL TIME: 2025-03-04 19:06:28.83, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:29,117 - INFO - EVENT: Internal Event | LOGICAL TIME: 8 | PHYSICAL TIME: 2025-03-04 19:06:29.11, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:29,382 - INFO - EVENT: Internal Event | LOGICAL TIME: 9 | PHYSICAL TIME: 2025-03-04 19:06:29.38, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:29,584 - INFO - EVENT: Internal Event | LOGICAL TIME: 10 | PHYSICAL TIME: 2025-03-04 19:06:29.58, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:29,785 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 11 | PHYSICAL TIME: 2025-03-04 19:06:29.78, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:29,989 - INFO - EVENT: Internal Event | LOGICAL TIME: 12 | PHYSICAL TIME: 2025-03-04 19:06:29.98, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:30,246 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 13 | PHYSICAL TIME: 2025-03-04 19:06:30.24, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:30,448 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 14 | PHYSICAL TIME: 2025-03-04 19:06:30.44, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:30,650 - INFO - EVENT: Internal Event | LOGICAL TIME: 15 | PHYSICAL TIME: 2025-03-04 19:06:30.65, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:30,853 - INFO - EVENT: Internal Event | LOGICAL TIME: 16 | PHYSICAL TIME: 2025-03-04 19:06:30.85, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:31,073 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 17 | PHYSICAL TIME: 2025-03-04 19:06:31.07, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:31,294 - INFO - EVENT: Internal Event | LOGICAL TIME: 18 | PHYSICAL TIME: 2025-03-04 19:06:31.29, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:31,497 - INFO - EVENT: Internal Event | LOGICAL TIME: 19 | PHYSICAL TIME: 2025-03-04 19:06:31.49, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:31,722 - INFO - EVENT: Internal Event | LOGICAL TIME: 20 | PHYSICAL TIME: 2025-03-04 19:06:31.72, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:31,951 - INFO - EVENT: Internal Event | LOGICAL TIME: 21 | PHYSICAL TIME: 2025-03-04 19:06:31.95, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:32,167 - INFO - EVENT: Internal Event | LOGICAL TIME: 22 | PHYSICAL TIME: 2025-03-04 19:06:32.16, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:32,368 - INFO - EVENT: Internal Event | LOGICAL TIME: 23 | PHYSICAL TIME: 2025-03-04 19:06:32.36, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:32,596 - INFO - EVENT: Internal Event | LOGICAL TIME: 24 | PHYSICAL TIME: 2025-03-04 19:06:32.59, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:32,799 - INFO - EVENT: Internal Event | LOGICAL TIME: 25 | PHYSICAL TIME: 2025-03-04 19:06:32.79, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:33,000 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 26 | PHYSICAL TIME: 2025-03-04 19:06:32.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:06:33,237 - INFO - EVENT: Internal Event | LOGICAL TIME: 27 | PHYSICAL TIME: 2025-03-04 19:06:33.23, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:33,463 - INFO - EVENT: Internal Event | LOGICAL TIME: 28 | PHYSICAL TIME: 2025-03-04 19:06:33.46, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:33,709 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 29 | PHYSICAL TIME: 2025-03-04 19:06:33.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:06:33,966 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 30 | PHYSICAL TIME: 2025-03-04 19:06:33.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:06:34,332 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 31 | PHYSICAL TIME: 2025-03-04 19:06:34.33, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:34,539 - INFO - EVENT: Internal Event | LOGICAL TIME: 32 | PHYSICAL TIME: 2025-03-04 19:06:34.53, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:34,840 - INFO - EVENT: Internal Event | LOGICAL TIME: 33 | PHYSICAL TIME: 2025-03-04 19:06:34.84, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:35,065 - INFO - EVENT: Internal Event | LOGICAL TIME: 34 | PHYSICAL TIME: 2025-03-04 19:06:35.06, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:35,281 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 35 | PHYSICAL TIME: 2025-03-04 19:06:35.28, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:35,548 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 36 | PHYSICAL TIME: 2025-03-04 19:06:35.54, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:06:35,756 - INFO - EVENT: Internal Event | LOGICAL TIME: 37 | PHYSICAL TIME: 2025-03-04 19:06:35.75, MESSAGE QUEUE LENGTH: 0

