2025-03-05 03:46:19,199 - INFO - Clock rate for client 2: 4 events per second
2025-03-05 03:46:19,845 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 1 | PHYSICAL TIME: 2025-03-05 03:46:19.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:20,158 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 2 | PHYSICAL TIME: 2025-03-05 03:46:19.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:20,514 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 3 | PHYSICAL TIME: 2025-03-05 03:46:20.51, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:20,789 - INFO - EVENT: Internal Event | LOGICAL TIME: 4 | PHYSICAL TIME: 2025-03-05 03:46:20.78, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:21,061 - INFO - EVENT: Internal Event | LOGICAL TIME: 5 | PHYSICAL TIME: 2025-03-05 03:46:21.06, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:21,377 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 6 | PHYSICAL TIME: 2025-03-05 03:46:21.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:21,696 - INFO - EVENT: Internal Event | LOGICAL TIME: 7 | PHYSICAL TIME: 2025-03-05 03:46:21.69, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:22,147 - INFO - EVENT: Internal Event | LOGICAL TIME: 8 | PHYSICAL TIME: 2025-03-05 03:46:22.14, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:22,461 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 9 | PHYSICAL TIME: 2025-03-05 03:46:22.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:22,742 - INFO - EVENT: Internal Event | LOGICAL TIME: 10 | PHYSICAL TIME: 2025-03-05 03:46:22.74, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:23,080 - INFO - EVENT: Internal Event | LOGICAL TIME: 11 | PHYSICAL TIME: 2025-03-05 03:46:23.08, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:23,528 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 12 | PHYSICAL TIME: 2025-03-05 03:46:23.52, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:23,781 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 13 | PHYSICAL TIME: 2025-03-05 03:46:23.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:24,032 - INFO - EVENT: Internal Event | LOGICAL TIME: 14 | PHYSICAL TIME: 2025-03-05 03:46:24.03, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:24,482 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 15 | PHYSICAL TIME: 2025-03-05 03:46:24.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:24,829 - INFO - EVENT: Internal Event | LOGICAL TIME: 16 | PHYSICAL TIME: 2025-03-05 03:46:24.82, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:25,081 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 18 | PHYSICAL TIME: 2025-03-05 03:46:24.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:25,347 - INFO - EVENT: Internal Event | LOGICAL TIME: 19 | PHYSICAL TIME: 2025-03-05 03:46:25.34, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:25,601 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 20 | PHYSICAL TIME: 2025-03-05 03:46:25.60, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:25,864 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 21 | PHYSICAL TIME: 2025-03-05 03:46:25.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:26,150 - INFO - EVENT: Internal Event | LOGICAL TIME: 22 | PHYSICAL TIME: 2025-03-05 03:46:26.15, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:26,550 - INFO - EVENT: Internal Event | LOGICAL TIME: 23 | PHYSICAL TIME: 2025-03-05 03:46:26.55, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:26,852 - INFO - EVENT: Internal Event | LOGICAL TIME: 24 | PHYSICAL TIME: 2025-03-05 03:46:26.85, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:27,164 - INFO - EVENT: Internal Event | LOGICAL TIME: 25 | PHYSICAL TIME: 2025-03-05 03:46:27.16, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:27,501 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 26 | PHYSICAL TIME: 2025-03-05 03:46:27.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:27,772 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 27 | PHYSICAL TIME: 2025-03-05 03:46:27.77, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:28,051 - INFO - EVENT: Internal Event | LOGICAL TIME: 28 | PHYSICAL TIME: 2025-03-05 03:46:28.05, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:28,370 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 29 | PHYSICAL TIME: 2025-03-05 03:46:28.37, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:28,652 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 30 | PHYSICAL TIME: 2025-03-05 03:46:28.65, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:28,918 - INFO - EVENT: Internal Event | LOGICAL TIME: 31 | PHYSICAL TIME: 2025-03-05 03:46:28.91, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:29,170 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 32 | PHYSICAL TIME: 2025-03-05 03:46:29.17, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:29,452 - INFO - EVENT: Internal Event | LOGICAL TIME: 33 | PHYSICAL TIME: 2025-03-05 03:46:29.45, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:29,804 - INFO - EVENT: Internal Event | LOGICAL TIME: 34 | PHYSICAL TIME: 2025-03-05 03:46:29.80, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:30,070 - INFO - EVENT: Internal Event | LOGICAL TIME: 35 | PHYSICAL TIME: 2025-03-05 03:46:30.07, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:30,371 - INFO - EVENT: Internal Event | LOGICAL TIME: 36 | PHYSICAL TIME: 2025-03-05 03:46:30.37, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:30,655 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 37 | PHYSICAL TIME: 2025-03-05 03:46:30.65, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:30,932 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 39 | PHYSICAL TIME: 2025-03-05 03:46:30.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:31,186 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 40 | PHYSICAL TIME: 2025-03-05 03:46:31.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:31,500 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 41 | PHYSICAL TIME: 2025-03-05 03:46:31.50, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:31,815 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 42 | PHYSICAL TIME: 2025-03-05 03:46:31.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:32,071 - INFO - EVENT: Internal Event | LOGICAL TIME: 43 | PHYSICAL TIME: 2025-03-05 03:46:32.07, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:32,370 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 44 | PHYSICAL TIME: 2025-03-05 03:46:32.37, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:32,654 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 45 | PHYSICAL TIME: 2025-03-05 03:46:32.65, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:32,939 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 46 | PHYSICAL TIME: 2025-03-05 03:46:32.93, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:33,204 - INFO - EVENT: Internal Event | LOGICAL TIME: 47 | PHYSICAL TIME: 2025-03-05 03:46:33.20, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:33,488 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 48 | PHYSICAL TIME: 2025-03-05 03:46:33.48, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:33,784 - INFO - EVENT: Internal Event | LOGICAL TIME: 49 | PHYSICAL TIME: 2025-03-05 03:46:33.78, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:34,037 - INFO - EVENT: Internal Event | LOGICAL TIME: 50 | PHYSICAL TIME: 2025-03-05 03:46:34.03, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:34,291 - INFO - EVENT: Internal Event | LOGICAL TIME: 51 | PHYSICAL TIME: 2025-03-05 03:46:34.29, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:34,553 - INFO - EVENT: Internal Event | LOGICAL TIME: 52 | PHYSICAL TIME: 2025-03-05 03:46:34.55, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:34,807 - INFO - EVENT: Internal Event | LOGICAL TIME: 53 | PHYSICAL TIME: 2025-03-05 03:46:34.80, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:35,088 - INFO - EVENT: Internal Event | LOGICAL TIME: 54 | PHYSICAL TIME: 2025-03-05 03:46:35.08, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:35,357 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 55 | PHYSICAL TIME: 2025-03-05 03:46:35.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:35,681 - INFO - EVENT: Internal Event | LOGICAL TIME: 56 | PHYSICAL TIME: 2025-03-05 03:46:35.68, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:35,978 - INFO - EVENT: Internal Event | LOGICAL TIME: 57 | PHYSICAL TIME: 2025-03-05 03:46:35.97, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:36,243 - INFO - EVENT: Internal Event | LOGICAL TIME: 58 | PHYSICAL TIME: 2025-03-05 03:46:36.24, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:36,540 - INFO - EVENT: Internal Event | LOGICAL TIME: 59 | PHYSICAL TIME: 2025-03-05 03:46:36.54, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:36,810 - INFO - EVENT: Internal Event | LOGICAL TIME: 60 | PHYSICAL TIME: 2025-03-05 03:46:36.81, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:37,085 - INFO - EVENT: Internal Event | LOGICAL TIME: 61 | PHYSICAL TIME: 2025-03-05 03:46:37.08, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:37,343 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 62 | PHYSICAL TIME: 2025-03-05 03:46:37.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:37,693 - INFO - EVENT: Internal Event | LOGICAL TIME: 63 | PHYSICAL TIME: 2025-03-05 03:46:37.69, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:38,011 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 64 | PHYSICAL TIME: 2025-03-05 03:46:38.01, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:38,310 - INFO - EVENT: Internal Event | LOGICAL TIME: 65 | PHYSICAL TIME: 2025-03-05 03:46:38.31, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:38,772 - INFO - EVENT: Internal Event | LOGICAL TIME: 66 | PHYSICAL TIME: 2025-03-05 03:46:38.77, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:39,027 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 67 | PHYSICAL TIME: 2025-03-05 03:46:39.02, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:39,340 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 69 | PHYSICAL TIME: 2025-03-05 03:46:39.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:39,596 - INFO - EVENT: Internal Event | LOGICAL TIME: 70 | PHYSICAL TIME: 2025-03-05 03:46:39.59, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:39,909 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 71 | PHYSICAL TIME: 2025-03-05 03:46:39.90, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:40,163 - INFO - EVENT: Internal Event | LOGICAL TIME: 72 | PHYSICAL TIME: 2025-03-05 03:46:40.16, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:40,428 - INFO - EVENT: Internal Event | LOGICAL TIME: 73 | PHYSICAL TIME: 2025-03-05 03:46:40.42, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:40,729 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 74 | PHYSICAL TIME: 2025-03-05 03:46:40.72, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:41,028 - INFO - EVENT: Internal Event | LOGICAL TIME: 75 | PHYSICAL TIME: 2025-03-05 03:46:41.02, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:41,311 - INFO - EVENT: Internal Event | LOGICAL TIME: 76 | PHYSICAL TIME: 2025-03-05 03:46:41.31, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:41,594 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 77 | PHYSICAL TIME: 2025-03-05 03:46:41.59, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:41,847 - INFO - EVENT: Internal Event | LOGICAL TIME: 78 | PHYSICAL TIME: 2025-03-05 03:46:41.84, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:42,098 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 79 | PHYSICAL TIME: 2025-03-05 03:46:42.09, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:42,430 - INFO - EVENT: Internal Event | LOGICAL TIME: 80 | PHYSICAL TIME: 2025-03-05 03:46:42.43, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:42,797 - INFO - EVENT: Internal Event | LOGICAL TIME: 81 | PHYSICAL TIME: 2025-03-05 03:46:42.79, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:43,063 - INFO - EVENT: Internal Event | LOGICAL TIME: 82 | PHYSICAL TIME: 2025-03-05 03:46:43.06, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:43,366 - INFO - EVENT: Internal Event | LOGICAL TIME: 83 | PHYSICAL TIME: 2025-03-05 03:46:43.36, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:43,683 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 84 | PHYSICAL TIME: 2025-03-05 03:46:43.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:43,947 - INFO - EVENT: Internal Event | LOGICAL TIME: 85 | PHYSICAL TIME: 2025-03-05 03:46:43.94, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:44,216 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 3 | LOGICAL TIME: 86 | PHYSICAL TIME: 2025-03-05 03:46:44.21, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:44,499 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 87 | PHYSICAL TIME: 2025-03-05 03:46:44.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:44,799 - INFO - EVENT: Internal Event | LOGICAL TIME: 88 | PHYSICAL TIME: 2025-03-05 03:46:44.79, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:45,115 - INFO - EVENT: Internal Event | LOGICAL TIME: 89 | PHYSICAL TIME: 2025-03-05 03:46:45.11, MESSAGE QUEUE LENGTH: 0

