2025-03-05 03:46:19,179 - INFO - Clock rate for client 1: 4 events per second
2025-03-05 03:46:19,971 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 1 | PHYSICAL TIME: 2025-03-05 03:46:19.00, MESSAGE QUEUE LENGTH: 2

2025-03-05 03:46:20,377 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 2 | PHYSICAL TIME: 2025-03-05 03:46:19.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:20,711 - INFO - EVENT: Internal Event | LOGICAL TIME: 3 | PHYSICAL TIME: 2025-03-05 03:46:20.71, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:21,028 - INFO - EVENT: Send Msg | RECIPIENT: 2 and 3 | LOGICAL TIME: 4 | PHYSICAL TIME: 2025-03-05 03:46:21.02, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:21,311 - INFO - EVENT: Internal Event | LOGICAL TIME: 5 | PHYSICAL TIME: 2025-03-05 03:46:21.31, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:21,663 - INFO - EVENT: Internal Event | LOGICAL TIME: 6 | PHYSICAL TIME: 2025-03-05 03:46:21.66, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:21,925 - INFO - EVENT: Internal Event | LOGICAL TIME: 7 | PHYSICAL TIME: 2025-03-05 03:46:21.92, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:22,263 - INFO - EVENT: Send Msg | RECIPIENT: 2 and 3 | LOGICAL TIME: 8 | PHYSICAL TIME: 2025-03-05 03:46:22.26, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:22,523 - INFO - EVENT: Internal Event | LOGICAL TIME: 9 | PHYSICAL TIME: 2025-03-05 03:46:22.52, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:22,893 - INFO - EVENT: Internal Event | LOGICAL TIME: 10 | PHYSICAL TIME: 2025-03-05 03:46:22.89, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:23,146 - INFO - EVENT: Internal Event | LOGICAL TIME: 11 | PHYSICAL TIME: 2025-03-05 03:46:23.14, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:23,412 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 12 | PHYSICAL TIME: 2025-03-05 03:46:23.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:23,663 - INFO - EVENT: Internal Event | LOGICAL TIME: 13 | PHYSICAL TIME: 2025-03-05 03:46:23.66, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:23,915 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 14 | PHYSICAL TIME: 2025-03-05 03:46:23.00, MESSAGE QUEUE LENGTH: 2

2025-03-05 03:46:24,232 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 15 | PHYSICAL TIME: 2025-03-05 03:46:23.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:24,513 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 16 | PHYSICAL TIME: 2025-03-05 03:46:24.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:24,777 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 17 | PHYSICAL TIME: 2025-03-05 03:46:24.77, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:25,049 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 18 | PHYSICAL TIME: 2025-03-05 03:46:24.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 03:46:25,332 - INFO - EVENT: Internal Event | LOGICAL TIME: 19 | PHYSICAL TIME: 2025-03-05 03:46:25.33, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:25,594 - INFO - EVENT: Send Msg | RECIPIENT: 2 and 3 | LOGICAL TIME: 20 | PHYSICAL TIME: 2025-03-05 03:46:25.59, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:25,980 - INFO - EVENT: Internal Event | LOGICAL TIME: 21 | PHYSICAL TIME: 2025-03-05 03:46:25.98, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:26,280 - INFO - EVENT: Internal Event | LOGICAL TIME: 22 | PHYSICAL TIME: 2025-03-05 03:46:26.28, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:26,649 - INFO - EVENT: Internal Event | LOGICAL TIME: 23 | PHYSICAL TIME: 2025-03-05 03:46:26.64, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:26,964 - INFO - EVENT: Internal Event | LOGICAL TIME: 24 | PHYSICAL TIME: 2025-03-05 03:46:26.96, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:27,234 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 25 | PHYSICAL TIME: 2025-03-05 03:46:27.23, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:27,600 - INFO - EVENT: Internal Event | LOGICAL TIME: 26 | PHYSICAL TIME: 2025-03-05 03:46:27.60, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:27,883 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 27 | PHYSICAL TIME: 2025-03-05 03:46:27.88, MESSAGE QUEUE LENGTH: 0

2025-03-05 03:46:28,152 - INFO - EVENT: Internal Event | LOGICAL TIME: 28 | PHYSICAL TIME: 2025-03-05 03:46:28.15, MESSAGE QUEUE LENGTH: 0

