2025-03-05 12:24:02,694 - INFO - Clock rate for client 1: 5 events per second
2025-03-05 12:24:03,670 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 1 | PHYSICAL TIME: 2025-03-05 12:24:03.00, MESSAGE QUEUE LENGTH: 2

2025-03-05 12:24:03,936 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 2 | PHYSICAL TIME: 2025-03-05 12:24:03.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 12:24:04,223 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 3 | PHYSICAL TIME: 2025-03-05 12:24:04.22, MESSAGE QUEUE LENGTH: 0

2025-03-05 12:24:04,469 - INFO - EVENT: Send Msg | RECIPIENT: 2 and 3 | LOGICAL TIME: 4 | PHYSICAL TIME: 2025-03-05 12:24:04.46, MESSAGE QUEUE LENGTH: 0

2025-03-05 12:24:04,731 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 5 | PHYSICAL TIME: 2025-03-05 12:24:04.73, MESSAGE QUEUE LENGTH: 0

2025-03-05 12:24:04,953 - INFO - EVENT: Send Msg | RECIPIENT: 3 | LOGICAL TIME: 6 | PHYSICAL TIME: 2025-03-05 12:24:04.95, MESSAGE QUEUE LENGTH: 0

2025-03-05 12:24:05,207 - INFO - EVENT: Internal Event | LOGICAL TIME: 7 | PHYSICAL TIME: 2025-03-05 12:24:05.20, MESSAGE QUEUE LENGTH: 0

2025-03-05 12:24:05,503 - INFO - EVENT: Internal Event | LOGICAL TIME: 8 | PHYSICAL TIME: 2025-03-05 12:24:05.50, MESSAGE QUEUE LENGTH: 0

2025-03-05 12:24:06,046 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 10 | PHYSICAL TIME: 2025-03-05 12:24:05.00, MESSAGE QUEUE LENGTH: 2

2025-03-05 12:24:06,253 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 11 | PHYSICAL TIME: 2025-03-05 12:24:05.00, MESSAGE QUEUE LENGTH: 2

2025-03-05 12:24:06,541 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 12 | PHYSICAL TIME: 2025-03-05 12:24:06.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 12:24:06,852 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 14 | PHYSICAL TIME: 2025-03-05 12:24:06.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 12:24:07,091 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 15 | PHYSICAL TIME: 2025-03-05 12:24:06.00, MESSAGE QUEUE LENGTH: 1

2025-03-05 12:24:07,383 - INFO - EVENT: Receive Msg | SENDER: 3 | LOGICAL TIME: 16 | PHYSICAL TIME: 2025-03-05 12:24:07.00, MESSAGE QUEUE LENGTH: 2

2025-03-05 12:24:07,718 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 17 | PHYSICAL TIME: 2025-03-05 12:24:07.00, MESSAGE QUEUE LENGTH: 1

