2025-03-04 19:13:35,200 - INFO - Clock rate for client 3: 6 events per second
2025-03-04 19:13:35,835 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 1 | PHYSICAL TIME: 2025-03-04 19:13:35.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:36,017 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 2 | PHYSICAL TIME: 2025-03-04 19:13:35.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:36,205 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 3 | PHYSICAL TIME: 2025-03-04 19:13:36.20, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:36,399 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 4 | PHYSICAL TIME: 2025-03-04 19:13:36.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:36,591 - INFO - EVENT: Internal Event | LOGICAL TIME: 5 | PHYSICAL TIME: 2025-03-04 19:13:36.59, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:36,784 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 6 | PHYSICAL TIME: 2025-03-04 19:13:36.78, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:37,020 - INFO - EVENT: Internal Event | LOGICAL TIME: 7 | PHYSICAL TIME: 2025-03-04 19:13:37.02, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:37,189 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 8 | PHYSICAL TIME: 2025-03-04 19:13:36.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:37,358 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 9 | PHYSICAL TIME: 2025-03-04 19:13:37.35, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:37,526 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 10 | PHYSICAL TIME: 2025-03-04 19:13:37.52, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:37,902 - INFO - EVENT: Internal Event | LOGICAL TIME: 11 | PHYSICAL TIME: 2025-03-04 19:13:37.90, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:38,089 - INFO - EVENT: Internal Event | LOGICAL TIME: 12 | PHYSICAL TIME: 2025-03-04 19:13:38.08, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:38,258 - INFO - EVENT: Internal Event | LOGICAL TIME: 13 | PHYSICAL TIME: 2025-03-04 19:13:38.25, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:38,460 - INFO - EVENT: Internal Event | LOGICAL TIME: 14 | PHYSICAL TIME: 2025-03-04 19:13:38.46, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:38,706 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 15 | PHYSICAL TIME: 2025-03-04 19:13:38.70, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:38,890 - INFO - EVENT: Internal Event | LOGICAL TIME: 16 | PHYSICAL TIME: 2025-03-04 19:13:38.89, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:39,106 - INFO - EVENT: Internal Event | LOGICAL TIME: 17 | PHYSICAL TIME: 2025-03-04 19:13:39.10, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:39,344 - INFO - EVENT: Internal Event | LOGICAL TIME: 18 | PHYSICAL TIME: 2025-03-04 19:13:39.34, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:39,684 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 19 | PHYSICAL TIME: 2025-03-04 19:13:39.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:39,900 - INFO - EVENT: Internal Event | LOGICAL TIME: 20 | PHYSICAL TIME: 2025-03-04 19:13:39.90, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:40,126 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 21 | PHYSICAL TIME: 2025-03-04 19:13:40.12, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:40,295 - INFO - EVENT: Internal Event | LOGICAL TIME: 22 | PHYSICAL TIME: 2025-03-04 19:13:40.29, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:40,609 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 23 | PHYSICAL TIME: 2025-03-04 19:13:40.60, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:40,817 - INFO - EVENT: Internal Event | LOGICAL TIME: 24 | PHYSICAL TIME: 2025-03-04 19:13:40.81, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:40,987 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 25 | PHYSICAL TIME: 2025-03-04 19:13:40.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:41,158 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 26 | PHYSICAL TIME: 2025-03-04 19:13:41.15, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:41,423 - INFO - EVENT: Internal Event | LOGICAL TIME: 27 | PHYSICAL TIME: 2025-03-04 19:13:41.42, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:41,593 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 28 | PHYSICAL TIME: 2025-03-04 19:13:41.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:41,820 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 29 | PHYSICAL TIME: 2025-03-04 19:13:41.82, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:42,004 - INFO - EVENT: Internal Event | LOGICAL TIME: 30 | PHYSICAL TIME: 2025-03-04 19:13:42.00, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:42,234 - INFO - EVENT: Internal Event | LOGICAL TIME: 31 | PHYSICAL TIME: 2025-03-04 19:13:42.23, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:42,464 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 32 | PHYSICAL TIME: 2025-03-04 19:13:42.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:42,733 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 33 | PHYSICAL TIME: 2025-03-04 19:13:42.73, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:42,961 - INFO - EVENT: Internal Event | LOGICAL TIME: 34 | PHYSICAL TIME: 2025-03-04 19:13:42.96, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:43,180 - INFO - EVENT: Internal Event | LOGICAL TIME: 35 | PHYSICAL TIME: 2025-03-04 19:13:43.18, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:43,363 - INFO - EVENT: Internal Event | LOGICAL TIME: 36 | PHYSICAL TIME: 2025-03-04 19:13:43.36, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:43,567 - INFO - EVENT: Internal Event | LOGICAL TIME: 37 | PHYSICAL TIME: 2025-03-04 19:13:43.56, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:43,740 - INFO - EVENT: Internal Event | LOGICAL TIME: 38 | PHYSICAL TIME: 2025-03-04 19:13:43.74, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:44,026 - INFO - EVENT: Internal Event | LOGICAL TIME: 39 | PHYSICAL TIME: 2025-03-04 19:13:44.02, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:44,311 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 40 | PHYSICAL TIME: 2025-03-04 19:13:43.00, MESSAGE QUEUE LENGTH: 2

2025-03-04 19:13:44,494 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 41 | PHYSICAL TIME: 2025-03-04 19:13:44.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:44,666 - INFO - EVENT: Internal Event | LOGICAL TIME: 42 | PHYSICAL TIME: 2025-03-04 19:13:44.66, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:44,878 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 43 | PHYSICAL TIME: 2025-03-04 19:13:44.87, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:45,072 - INFO - EVENT: Internal Event | LOGICAL TIME: 44 | PHYSICAL TIME: 2025-03-04 19:13:45.07, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:45,246 - INFO - EVENT: Internal Event | LOGICAL TIME: 45 | PHYSICAL TIME: 2025-03-04 19:13:45.24, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:45,437 - INFO - EVENT: Internal Event | LOGICAL TIME: 46 | PHYSICAL TIME: 2025-03-04 19:13:45.43, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:45,625 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 47 | PHYSICAL TIME: 2025-03-04 19:13:45.62, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:45,797 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 48 | PHYSICAL TIME: 2025-03-04 19:13:45.79, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:45,976 - INFO - EVENT: Internal Event | LOGICAL TIME: 49 | PHYSICAL TIME: 2025-03-04 19:13:45.97, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:46,148 - INFO - EVENT: Internal Event | LOGICAL TIME: 50 | PHYSICAL TIME: 2025-03-04 19:13:46.14, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:46,395 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 51 | PHYSICAL TIME: 2025-03-04 19:13:46.39, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:46,579 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 52 | PHYSICAL TIME: 2025-03-04 19:13:46.57, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:46,796 - INFO - EVENT: Internal Event | LOGICAL TIME: 53 | PHYSICAL TIME: 2025-03-04 19:13:46.79, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:46,982 - INFO - EVENT: Send Msg | RECIPIENT: 1 and 2 | LOGICAL TIME: 54 | PHYSICAL TIME: 2025-03-04 19:13:46.98, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:47,150 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 55 | PHYSICAL TIME: 2025-03-04 19:13:47.15, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:47,453 - INFO - EVENT: Internal Event | LOGICAL TIME: 56 | PHYSICAL TIME: 2025-03-04 19:13:47.45, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:47,731 - INFO - EVENT: Internal Event | LOGICAL TIME: 57 | PHYSICAL TIME: 2025-03-04 19:13:47.73, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:47,928 - INFO - EVENT: Internal Event | LOGICAL TIME: 58 | PHYSICAL TIME: 2025-03-04 19:13:47.92, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:48,099 - INFO - EVENT: Internal Event | LOGICAL TIME: 59 | PHYSICAL TIME: 2025-03-04 19:13:48.09, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:48,382 - INFO - EVENT: Internal Event | LOGICAL TIME: 60 | PHYSICAL TIME: 2025-03-04 19:13:48.38, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:48,566 - INFO - EVENT: Internal Event | LOGICAL TIME: 61 | PHYSICAL TIME: 2025-03-04 19:13:48.56, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:48,782 - INFO - EVENT: Internal Event | LOGICAL TIME: 62 | PHYSICAL TIME: 2025-03-04 19:13:48.78, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:48,998 - INFO - EVENT: Internal Event | LOGICAL TIME: 63 | PHYSICAL TIME: 2025-03-04 19:13:48.99, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:49,180 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 64 | PHYSICAL TIME: 2025-03-04 19:13:48.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:49,352 - INFO - EVENT: Internal Event | LOGICAL TIME: 65 | PHYSICAL TIME: 2025-03-04 19:13:49.35, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:49,657 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 66 | PHYSICAL TIME: 2025-03-04 19:13:49.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:49,829 - INFO - EVENT: Receive Msg | SENDER: 2 | LOGICAL TIME: 67 | PHYSICAL TIME: 2025-03-04 19:13:49.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:50,002 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 68 | PHYSICAL TIME: 2025-03-04 19:13:50.00, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:50,174 - INFO - EVENT: Internal Event | LOGICAL TIME: 69 | PHYSICAL TIME: 2025-03-04 19:13:50.17, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:50,351 - INFO - EVENT: Internal Event | LOGICAL TIME: 70 | PHYSICAL TIME: 2025-03-04 19:13:50.35, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:50,568 - INFO - EVENT: Internal Event | LOGICAL TIME: 71 | PHYSICAL TIME: 2025-03-04 19:13:50.56, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:50,807 - INFO - EVENT: Internal Event | LOGICAL TIME: 72 | PHYSICAL TIME: 2025-03-04 19:13:50.80, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:51,060 - INFO - EVENT: Internal Event | LOGICAL TIME: 73 | PHYSICAL TIME: 2025-03-04 19:13:51.06, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:51,350 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 74 | PHYSICAL TIME: 2025-03-04 19:13:51.35, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:51,601 - INFO - EVENT: Internal Event | LOGICAL TIME: 75 | PHYSICAL TIME: 2025-03-04 19:13:51.60, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:51,833 - INFO - EVENT: Internal Event | LOGICAL TIME: 76 | PHYSICAL TIME: 2025-03-04 19:13:51.83, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:52,053 - INFO - EVENT: Send Msg | RECIPIENT: 1 | LOGICAL TIME: 77 | PHYSICAL TIME: 2025-03-04 19:13:52.05, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:52,278 - INFO - EVENT: Send Msg | RECIPIENT: 2 | LOGICAL TIME: 78 | PHYSICAL TIME: 2025-03-04 19:13:52.27, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:52,468 - INFO - EVENT: Internal Event | LOGICAL TIME: 79 | PHYSICAL TIME: 2025-03-04 19:13:52.46, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:52,665 - INFO - EVENT: Internal Event | LOGICAL TIME: 80 | PHYSICAL TIME: 2025-03-04 19:13:52.66, MESSAGE QUEUE LENGTH: 0

2025-03-04 19:13:52,869 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 81 | PHYSICAL TIME: 2025-03-04 19:13:52.00, MESSAGE QUEUE LENGTH: 1

2025-03-04 19:13:53,173 - INFO - EVENT: Receive Msg | SENDER: 1 | LOGICAL TIME: 82 | PHYSICAL TIME: 2025-03-04 19:13:52.00, MESSAGE QUEUE LENGTH: 1

